Profile,Industrial,Residential,Commercial,Governmental,Others,Central,Eastern,Western,Southern
28799.66314,6427.332863,12840.30773,4515.826364,3268.992894,1747.203287,8561.038286,8198.798035,9045.174583,2994.652237
30365.69065,6333.986547,13792.68374,4850.768855,3511.456739,1876.794767,9121.876053,8470.920952,9574.362806,3198.530835
28922.90529,6280.752102,12995.16908,4570.289774,3308.41879,1768.275543,8635.143643,8165.600249,9098.561154,3023.600243
29096.09204,6221.594708,13128.51998,4617.188144,3342.368377,1786.420835,8707.677714,8176.539638,9161.201922,3050.672768
30161.54775,6206.721439,13748.56073,4835.251171,3500.223535,1870.790872,9078.778561,8380.756673,9517.13698,3184.875533
28930.39415,6176.647489,13059.2167,4592.814775,3324.72457,1776.990616,8660.137057,8126.242865,9109.832693,3034.181536
30240.34628,6142.193633,13830.82102,4864.181411,3521.166047,1881.984174,9119.876518,8370.981272,9548.809593,3200.6789
31035.7363,6176.048732,14267.89407,5017.896263,3632.439759,1941.457474,9387.235957,8541.068912,9810.733155,3296.698274
30309.52736,6152.180399,13864.79482,4876.129707,3529.815383,1886.60705,9141.615036,8388.537271,9570.99724,3208.377814
31627.91493,6103.894679,14649.17917,5151.99097,3729.510507,1993.339609,9607.244413,8629.513313,10013.94859,3377.208618
31936.19228,6185.340428,14779.36621,5197.776639,3762.654613,2011.054389,9696.161482,8722.235242,10109.70355,3408.092003
31343.73433,6173.585304,14446.07938,5080.562514,3677.803666,1965.703464,9494.117232,8600.823406,9913.470732,3335.322963
30249.20678,6260.36424,13768.0839,4842.117304,3505.193908,1873.447425,9097.500929,8419.079093,9541.794505,3190.83225
30764.13458,6273.165609,14056.27283,4943.470885,3578.563455,1912.6618,9272.548997,8525.616507,9712.129996,3253.839081
29034.0958,6277.8652,13060.64232,4593.316155,3325.087517,1777.184603,8674.15886,8186.38872,9135.818938,3037.729281
29585.36958,6328.222567,13348.13678,4694.425494,3398.280258,1816.30448,8853.673542,8314.822507,9315.086797,3101.78673
29977.88059,6413.693623,13524.35836,4756.401117,3443.144222,1840.283261,8970.809901,8425.729689,9438.542978,3142.798017
29721.72921,6418.804385,13374.41036,4703.665688,3404.969206,1819.879572,8881.26135,8377.234969,9352.841465,3110.391425
30053.4167,6458.124068,13542.21106,4762.679758,3447.689311,1842.712509,8987.329127,8458.048683,9459.941718,3148.097176
30336.52074,6522.885088,13667.52619,4806.752018,3479.593085,1859.76436,9071.145137,8539.263397,9548.723639,3177.38857
31804.33843,6501.99774,14521.94907,5107.245233,3697.119205,1976.027185,9582.475167,8820.445751,10039.10861,3362.3089
30869.47218,6533.616395,13967.24764,4912.161487,3555.898677,1900.547985,9252.862289,8648.542152,9725.233597,3242.834146
30229.17301,6493.933023,13622.53202,4790.927953,3468.138093,1853.641924,9040.309858,8506.744064,9515.429886,3166.689206
30818.3682,6403.511516,14012.58917,4928.107716,3567.442104,1906.717688,9263.22003,8587.435097,9719.192547,3248.520522
30870.66968,6360.802718,14067.11909,4947.28542,3581.324786,1914.137669,9290.47228,8580.994139,9740.204648,3258.998613
28753.49292,6382.102914,12839.76807,4515.636571,3268.855503,1747.129855,8554.831125,8171.95483,9033.618909,2993.088053
28950.06136,6324.055292,12985.90165,4567.0305,3306.059411,1767.014508,8635.199976,8187.939133,9103.949657,3022.972597
30484.8497,6301.877539,13879.50207,4881.302122,3533.559678,1888.608292,9169.932572,8481.818373,9616.737387,3216.361371
30233.0741,6238.500905,13771.37294,4843.274031,3506.031259,1873.89497,9096.636228,8407.322961,9538.267693,3190.847223
30788.5755,6252.828587,14081.97255,4952.509256,3585.106304,1916.158806,9285.365744,8522.457997,9721.981072,3258.770689
31286.66124,6224.228932,14384.25677,5058.820031,3662.064349,1957.291152,9463.509458,8609.435999,9890.201102,3323.514676
31676.53344,6123.65682,14665.74091,5157.815592,3733.726933,1995.593194,9619.778666,8646.849747,10028.46683,3381.438198
31593.8036,6178.499333,14586.78304,5130.046786,3713.625179,1984.849258,9579.407903,8652.051163,9996.302229,3366.042303
32050.61307,6181.467015,14847.25963,5221.654174,3779.939487,2020.292767,9736.504446,8743.273604,10148.11986,3422.715165
30777.41561,6207.705871,14101.46507,4959.364608,3590.068873,1918.811187,9291.224492,8502.559017,9722.070988,3261.56111
31349.35415,6186.435372,14441.92967,5079.103097,3676.747198,1965.138806,9493.291887,8606.971618,9914.257944,3334.832698
30640.76056,6282.184413,13980.28769,4916.747562,3559.218523,1902.322368,9228.007006,8504.831264,9670.299358,3237.62293
28578.97164,6260.035096,12809.66309,4505.048907,3261.191126,1743.033418,8520.843247,8089.668926,8985.815603,2982.643865
28246.6139,6660.85402,12388.86589,4357.058132,3154.061056,1685.774801,8319.808393,8181.362173,8841.377794,2904.065544
28086.70688,6693.305759,12278.46409,4318.230762,3125.954042,1670.752233,8257.607922,8162.565865,8785.409673,2881.123425
28876.21817,6707.740944,12723.30893,4474.678886,3239.20636,1731.283054,8527.117401,8323.877306,9047.013831,2978.209635
30053.11657,6728.174815,13387.04669,4708.109776,3408.186268,1821.59902,8929.099638,8563.913683,9437.06993,3123.033315
30699.3262,6809.613447,13711.18965,4822.108084,3490.709295,1865.705724,9134.705518,8723.255,9645.320196,3196.045491
30616.86503,6846.550689,13642.66249,4798.007667,3473.263076,1856.381112,9098.281467,8721.486257,9614.754881,3182.342428
31677.4382,6799.560915,14278.33382,5021.567835,3635.097599,1942.87803,9474.609156,8912.143402,9971.772791,3318.912851
30590.9509,6758.231049,13678.47932,4810.604139,3482.381624,1861.254771,9108.343335,8681.735054,9613.575797,3187.296714
29473.58955,6762.243991,13034.88114,4584.256167,3318.529019,1773.679234,8721.657166,8463.025168,9241.277596,3047.629622
30485.28002,6748.394991,13623.47617,4791.260003,3468.378463,1853.770396,9073.972531,8657.044332,9579.228307,3175.034854
29237.05601,6712.786369,12927.51135,4546.495131,3291.19392,1759.069237,8650.627935,8396.994241,9166.708135,3022.725698
29552.53034,6697.436752,13117.38345,4613.271524,3339.533147,1784.905468,8762.864389,8453.168208,9273.021127,3063.476618
29320.80343,6590.846676,13045.56279,4588.012813,3321.248444,1775.132705,8705.792094,8365.675371,9204.869415,3044.466552
30024.43261,6545.112618,13475.65007,4739.270828,3430.743658,1833.655438,8958.597527,8486.454787,9442.957908,3136.422391
30038.97415,6509.904421,13504.20328,4749.312749,3438.012974,1837.540724,8971.196918,8475.511607,9450.767571,3141.498057
28775.26499,6472.632248,12800.30574,4501.758005,3258.808852,1741.760146,8542.863397,8211.756166,9033.232807,2987.41262
31218.88485,6445.907078,14218.12811,5000.394002,3619.769925,1934.685733,9392.392311,8683.024717,9848.946053,3294.521768
30818.15411,6408.410812,14009.65441,4927.075587,3566.694949,1906.31835,9262.091581,8589.314581,9718.70815,3248.0398
31333.09016,6433.908877,14290.56097,5025.868019,3638.210488,1944.5418,9434.409651,8700.833747,9887.975741,3309.871016
29830.77577,6474.004986,13405.31454,4714.534425,3412.837052,1824.084759,8907.033483,8420.384894,9384.48735,3118.870039
29818.97034,6541.458293,13359.82503,4698.536151,3401.25595,1817.89492,8888.438414,8444.515248,9374.869465,3111.147215
29649.64368,6501.344992,13285.6647,4672.454598,3382.375594,1807.803794,8838.604294,8395.399121,9321.884632,3093.755629
29898.52568,6588.611941,13378.42155,4705.076391,3405.99041,1820.425383,8905.759323,8478.69476,9397.376536,3116.695059
29333.93059,6556.449218,13072.83893,4597.605596,3328.19263,1778.844217,8717.728598,8354.771354,9212.139877,3049.290762
29263.89868,6687.356065,12957.51274,4557.046364,3298.831926,1763.15158,8665.37028,8392.311448,9177.788221,3028.428729
30108.48692,6624.79838,13478.15734,4740.152613,3431.38198,1833.996607,8970.469693,8534.281588,9464.219395,3139.516245
30650.21004,6668.321892,13764.09252,4840.713569,3504.177748,1872.90431,9148.157475,8658.151997,9640.884183,3203.016381
29153.52801,6743.879227,12861.72621,4523.359058,3274.445788,1750.117737,8615.09346,8392.722788,9136.28051,3009.431257
29436.01526,6831.84564,12973.3689,4562.622839,3302.868719,1765.309155,8693.701751,8482.917939,9222.900322,3036.495243
30891.20688,6813.290873,13819.20646,4860.09667,3518.209116,1880.403761,9200.169963,8762.526036,9708.885496,3219.625385
31508.34664,6757.034623,14205.69334,4996.020798,3616.604176,1932.993711,9425.375591,8862.127159,9919.069697,3301.774195
30933.00435,6845.291293,13824.82935,4862.074192,3519.640638,1881.168877,9207.714751,8783.318043,9720.10109,3221.870463
30763.88122,6748.383943,13783.38204,4847.497528,3509.088636,1875.529069,9170.175289,8711.965257,9671.973137,3209.767533
29544.3146,6745.509428,13085.07744,4601.909777,3331.308414,1780.509533,8749.680324,8470.404433,9266.232476,3057.997362
29614.08531,6675.141201,13165.50837,4630.196645,3351.785191,1791.453911,8788.918091,8456.558395,9295.392299,3073.216531
28483.42459,6731.790537,12484.06721,4390.539621,3178.298204,1698.729012,8386.310192,8255.872577,8914.228316,2927.013501
28962.45942,6578.100062,12847.21167,4518.254418,3270.750555,1748.142718,8584.80028,8290.029385,9086.654681,3000.975074
30495.18849,6634.743925,13694.39156,4816.200337,3486.432695,1863.419978,9101.856213,8614.419482,9592.110311,3186.802485
30520.2574,6509.298027,13780.77757,4846.581558,3508.425568,1875.174674,9137.513486,8570.157079,9611.033683,3201.553148
29288.12302,6476.906885,13092.20056,4604.414916,3333.121876,1781.478788,8719.032076,8314.541023,9203.598301,3050.951624
31557.28839,6451.168496,14409.3307,5067.638315,3668.447878,1960.703005,9508.109841,8751.803531,9961.153964,3336.221056
32164.7898,6424.458845,14773.32788,5195.65301,3761.117324,2010.232743,9723.627742,8861.093785,10165.63814,3414.430131
31334.31644,6418.564826,14300.0713,5029.21272,3640.631707,1945.835887,9438.135744,8695.056984,9889.677838,3311.445871
31091.43459,6509.805821,14108.30584,4961.77045,3591.810454,1919.742023,9334.63042,8682.961858,9801.130753,3272.71156
30668.10065,6474.150477,13885.80276,4883.51802,3535.163759,1889.465637,9196.128614,8585.517659,9663.213207,3223.241174
31599.2721,6495.681523,14407.87903,5067.127776,3668.0783,1960.505474,9513.025718,8777.540175,9971.376437,3337.329769
31626.22902,6518.32162,14410.35661,5067.999121,3668.709064,1960.842603,9517.460818,8791.734944,9978.441046,3338.59221
29430.34547,6637.839954,13081.46184,4600.6382,3330.387923,1780.017551,8733.501862,8405.703753,9237.372318,3053.767533
30304.39048,6563.910477,13625.53946,4791.985642,3468.903751,1854.051151,9051.220302,8549.020744,9534.568312,3169.581118
30096.84487,6581.286231,13496.44877,4746.585552,3436.038765,1836.485554,8975.815294,8514.919279,9464.012996,3142.097301
30017.0084,6606.356958,13436.23865,4725.410168,3420.709969,1828.292657,8942.851701,8509.013488,9435.322058,3129.821152
29981.572,6726.423505,13346.98975,4694.022096,3397.988239,1816.148402,8904.772408,8549.121989,9413.401047,3114.276553
30212.06748,6671.448518,13510.83181,4751.643946,3439.700521,1838.44268,8996.194834,8573.000094,9494.76671,3148.105841
30613.9023,6672.66208,13740.76317,4832.508837,3498.238368,1869.729845,9134.686309,8652.69644,9628.431672,3198.08788
30847.59249,6744.792889,13833.48807,4865.119392,3521.845049,1882.347086,9199.853549,8727.060097,9700.142701,3220.536144
30870.91235,6697.44605,13874.0463,4879.383374,3532.170702,1887.865915,9218.0968,8713.086295,9711.898172,3227.831079
30829.43101,6668.29814,13866.96769,4876.893888,3530.36857,1886.902716,9210.047195,8693.475474,9700.547278,3225.36106
30574.32981,6690.396819,13707.87243,4820.941445,3489.864768,1865.254344,9117.20478,8651.851099,9613.762863,3191.511064
30283.2854,6636.633345,13571.68813,4773.046592,3455.193831,1846.723506,9028.279862,8573.384626,9521.410304,3160.210612
30000.11615,6559.264608,13453.5716,4731.506021,3425.122738,1830.651183,8947.155026,8487.21183,9433.669814,3132.079485
29883.20784,6562.677066,13384.51506,4707.219426,3407.541746,1821.254537,8906.052341,8465.502256,9394.464305,3117.188935
29723.15049,6528.098666,13312.49806,4681.891661,3389.207054,1811.455056,8858.227563,8420.384543,9344.09842,3100.439967
29777.61102,6488.865423,13366.27238,4700.803629,3402.897371,1818.772223,8885.477246,8415.732478,9365.536174,3110.865124
30287.01778,6400.820774,13709.17183,4821.398434,3490.195581,1865.431156,9080.325053,8481.625794,9542.537539,3182.529392
31127.57322,6404.136732,14189.69454,4990.394158,3612.531069,1930.816727,9369.853276,8648.63903,9822.071473,3287.009446
31990.56846,6365.375705,14707.2458,5172.41251,3744.293597,2001.240839,9676.186578,8803.571998,10112.62353,3398.186347
32745.69334,6428.346269,15104.49876,5312.122977,3845.429577,2055.295749,9923.375727,8977.141698,10358.68804,3486.487871
32745.38693,6382.194538,15130.81109,5321.376797,3852.128389,2058.876113,9933.203647,8958.978828,10362.47776,3490.726698
32505.00746,6410.187248,14976.78237,5267.206214,3812.91447,2037.917154,9844.175979,8922.568654,10280.09707,3458.16576
31960.30958,6433.501968,14650.77894,5152.553596,3729.91779,1993.557293,9651.074726,8824.328277,10096.80591,3388.10067
31379.6437,6524.471768,14265.30238,5016.984788,3631.779945,1941.104818,9430.991687,8745.533826,9895.836344,3307.281841
30905.89379,6554.865399,13975.95576,4915.224058,3558.115663,1901.732914,9260.864945,8664.057213,9735.566222,3245.405414
30550.55805,6845.076923,13605.45231,4784.921164,3463.789797,1851.317857,9075.703025,8707.835998,9592.806141,3174.212885
30328.46422,6803.085762,13502.08473,4748.567671,3437.473614,1837.252449,9008.052711,8647.58044,9522.413931,3150.41714
30141.77988,6873.745654,13354.38535,4696.623064,3399.871073,1817.154734,8928.382148,8638.491765,9454.309992,3120.595972
30143.67005,6906.644338,13336.58842,4690.364035,3395.340181,1814.733075,8921.953691,8651.768521,9452.165051,3117.782786
30187.19314,6963.647792,13328.85154,4687.643041,3393.370461,1813.680304,8924.712667,8682.707869,9461.846722,3117.925879
30308.57015,6983.654201,13387.03188,4708.104567,3408.182498,1821.597005,8962.317694,8714.4842,9500.565037,3131.203217
30493.25257,6954.030537,13510.03007,4751.361979,3439.496405,1838.333585,9032.464342,8739.274173,9564.542199,3156.971861
30612.75732,6960.72747,13574.77464,4774.132091,3455.97962,1847.143493,9072.287616,8765.460909,9603.759566,3171.249224
30490.3153,6936.046204,13518.66613,4754.399209,3441.695047,1839.50871,9035.321065,8731.640961,9565.080926,3158.272352
30135.81019,6943.251625,13311.06708,4681.388399,3388.842745,1811.260341,8911.360329,8664.577747,9446.461684,3113.41043
29918.97343,6875.155278,13225.69946,4651.365335,3367.109141,1799.644218,8851.144162,8595.119155,9380.02081,3092.689302
29653.928,6854.305847,13085.54634,4602.074684,3331.42779,1780.573337,8764.112198,8534.688428,9293.547623,3061.57975
29561.81639,6825.850502,13049.01166,4589.225748,3322.126484,1775.601998,8738.431002,8505.367675,9265.283954,3052.733755
29657.89998,6763.461809,13139.96476,4621.213176,3345.282085,1787.978147,8785.037027,8499.839004,9302.530231,3070.493714
29987.06195,6684.360186,13374.28234,4703.620664,3404.936613,1819.862152,8915.721807,8533.705482,9418.775571,3118.859094
30472.10747,6661.375821,13665.85948,4806.165848,3479.168759,1859.537567,9088.154125,8620.315181,9582.181122,3181.457043
31314.16381,6632.048425,14165.97883,4982.053546,3606.493325,1927.589688,9385.226775,8774.820349,9864.967323,3289.149366
32099.60589,6672.212978,14593.72116,5132.486865,3715.391545,1985.793341,9647.793164,8945.421595,10123.04726,3383.34387
32840.77445,6604.960221,15057.70405,5295.665677,3833.516188,2048.92831,9918.192556,9065.161317,10375.44684,3481.973738
32780.02925,6666.866187,14987.31001,5270.908695,3815.594684,2039.349669,9883.892701,9077.467485,10350.00511,3468.663954
32322.30884,6683.942517,14714.8066,5175.071578,3746.218488,2002.26965,9722.16733,8993.92748,10196.19404,3410.019989
31522.41258,6692.753387,14250.65968,5011.835075,3628.052083,1939.11236,9444.068453,8839.686666,9929.172604,3309.484859
30737.20625,6665.386187,13815.70777,4858.866212,3517.318391,1879.927688,9178.828958,8674.151504,9670.092012,3214.133774
30236.61345,6733.836612,13489.11282,4744.005562,3434.171118,1835.487338,8991.242062,8602.31023,9497.677009,3145.384151
29909.08604,6805.007651,13260.28504,4663.528788,3375.914227,1804.350339,8862.828677,8565.655324,9382.644543,3097.957496
29736.91053,6805.004813,13161.46877,4628.775953,3350.756756,1790.904235,8803.377461,8531.710406,9325.329062,3076.493599
29683.88597,6836.065313,13113.20924,4611.803491,3338.470443,1784.337477,8778.38272,8533.439907,9305.058491,3067.00485
29851.62465,6910.089458,13166.99548,4630.719651,3352.163793,1791.656265,8820.369527,8595.544091,9354.655187,3081.055847
30369.86081,6951.749944,13440.51989,4726.915843,3421.799922,1828.875212,8990.348312,8714.053378,9523.65847,3141.800648
31286.16365,6974.848404,13953.16292,4907.20801,3552.312871,1898.631452,9301.77395,8903.759401,9826.739902,3253.890401
31846.91224,6976.639153,14273.96949,5020.032937,3633.986491,1942.284168,9495.013764,9015.011439,10013.25719,3323.629842
31953.77559,6933.192222,14360.23812,5050.372877,3655.94948,1954.022892,9541.264984,9019.03764,10052.49471,3340.978261
31508.9559,6922.300075,14111.19106,4962.785155,3592.544996,1920.13462,9390.014152,8927.070667,9905.3366,3286.534484
30817.56566,6898.465137,13728.05638,4828.039968,3495.003367,1868.00081,9156.408863,8781.41651,9677.188708,3202.551581
30179.01088,6841.229719,13394.4157,4710.701395,3410.062333,1822.601735,8948.236678,8633.077743,9469.445756,3128.250707
29917.24984,6799.170298,13268.32082,4666.354904,3377.960044,1805.443782,8866.904055,8564.975158,9385.854434,3099.516197
29845.45684,6783.184305,13236.29111,4655.090329,3369.805653,1801.085443,8845.554921,8544.551102,9363.303181,3092.047636
29880.58782,6699.105965,13304.70975,4679.152579,3387.224242,1810.395287,8875.782633,8518.498331,9382.087834,3104.219021
30088.32236,6654.609576,13449.47441,4730.065071,3424.079639,1830.09367,8957.09034,8541.9993,9454.992979,3134.239745
30590.6231,6664.541267,13732.06321,4829.449135,3496.023459,1868.546026,9128.395978,8644.921734,9621.367011,3195.938372
31406.06201,6583.057866,14246.8401,5010.491762,3627.079663,1938.592624,9427.503773,8773.7218,9899.69053,3305.145909
32072.85769,6607.048355,14615.76977,5140.24117,3721.004863,1988.793533,9652.583133,8914.588237,10119.63799,3386.048329
32694.63303,6641.585202,14952.80766,5258.774513,3806.810787,2034.654873,9859.847067,9050.715754,10323.70926,3460.360952
32741.48656,6673.967083,14961.11347,5261.695596,3808.92535,2035.785059,9869.055595,9072.654169,10336.5758,3463.20099
32294.84921,6635.985742,14726.57068,5179.208902,3749.213485,2003.870408,9723.007822,8969.703439,10191.0969,3411.041055
31519.78404,6635.475583,14282.02491,5022.865959,3636.037306,1943.380282,9455.489324,8816.701924,9933.127503,3314.465286
30811.19732,6715.232014,13829.56562,4863.739898,3520.846437,1881.81335,9193.649072,8708.290015,9690.51977,3218.738459
30342.56729,6701.042495,13568.74541,4772.011661,3454.444647,1846.323084,9034.886312,8610.335563,9535.713461,3161.631958
29924.09457,6838.416516,13249.7244,4659.814703,3373.225612,1802.913334,8860.820148,8581.71843,9384.823567,3096.732421
29728.36097,6863.31857,13123.09344,4615.279677,3340.986843,1785.682436,8787.873835,8552.897762,9317.565713,3070.023655
29651.42181,6834.924257,13095.23176,4605.480962,3333.893584,1781.891248,8767.418519,8526.592145,9294.347675,3063.06347
29839.17209,6865.081171,13185.68042,4637.290983,3356.92076,1794.198757,8825.75729,8575.43515,9354.305136,3083.674514
30426.93432,6989.95625,13451.34848,4730.724165,3424.556755,1830.348678,9001.832128,8740.29119,9539.436019,3145.374987
31206.37495,7010.978187,13886.63301,4883.810011,3535.375131,1889.578611,9266.446494,8902.200809,9797.132317,3240.595329
31534.39326,6934.484139,14118.79761,4965.460315,3594.481536,1921.169657,9396.175111,8936.864607,9912.777058,3288.576482
31427.37609,6919.200742,14066.14821,4946.94397,3581.07761,1914.005559,9362.511923,8909.771813,9878.440742,3276.651609
30839.64656,6962.257642,13704.11654,4819.620532,3488.908563,1864.743274,9150.302618,8810.791528,9679.159978,3199.392433
30246.19706,6969.94803,13359.10013,4698.281212,3401.071401,1817.796283,8943.730526,8696.81148,9480.957347,3124.697706
29928.11392,6847.459603,13246.8411,4658.80067,3372.491557,1802.520998,8860.261585,8586.057875,9385.399023,3096.395441
29813.45204,6817.185278,13198.40796,4641.767149,3360.161043,1795.930616,8827.185349,8551.577942,9349.781951,3084.906801
29713.04049,6771.633095,13166.92214,4630.693856,3352.14512,1791.646285,8802.318135,8513.914855,9320.196987,3076.610516
29933.4189,6738.550248,13312.39293,4681.854687,3389.18029,1811.440751,8885.535084,8544.385343,9396.348723,3107.149752
30211.70982,6672.449333,13510.05214,4751.36974,3439.502024,1838.336588,8995.85592,8573.32214,9494.563256,3147.968505
30720.91207,6670.79287,13803.25284,4854.48592,3514.147511,1878.232924,9172.038877,8673.05987,9664.211907,3211.601415
31708.08803,6674.813522,14367.52203,5052.934566,3657.803879,1955.014027,9512.043162,8869.255239,9992.495104,3334.294524
32387.91883,6606.80113,14796.7369,5203.885761,3767.076988,2013.418049,9761.426265,8976.604476,10224.53993,3425.348153
32913.6905,6586.753353,15110.00286,5314.058722,3846.830857,2056.044701,9947.289162,9072.395037,10401.25524,3492.751061
32850.88887,6669.312831,15026.57475,5284.717768,3825.59103,2044.692491,9907.833757,9092.396881,10373.38734,3477.27089
32393.32977,6641.822199,14779.74255,5197.908995,3762.750425,2011.105599,9755.7567,8991.40782,10223.38806,3422.777194
31580.61353,6632.615647,14318.57863,5035.721589,3645.343457,1948.354211,9477.109189,8827.572473,9953.618271,3322.313598
30789.62066,6682.367303,13836.04425,4866.018377,3522.495821,1882.694909,9193.272515,8691.145462,9686.108387,3219.094293
30257.64477,6742.707132,13496.09235,4746.460204,3435.948026,1836.437056,8996.594836,8609.935837,9503.93015,3147.18395
29880.49721,6739.923964,13281.23079,4670.895229,3381.246771,1807.200464,8866.965662,8534.490839,9378.615718,3100.424994
29631.70044,6778.911561,13116.06069,4612.80632,3339.196388,1784.725478,8772.664972,8500.733836,9292.505842,3065.795788
29487.9731,6900.469261,12963.8038,4559.258873,3300.433554,1764.007614,8696.872099,8520.078041,9234.409985,3036.612972
29597.28221,6940.490488,13003.57067,4573.244544,3310.557739,1769.418763,8726.002107,8557.3258,9267.423264,3046.531037
30003.00763,6936.598551,13238.66523,4655.925286,3370.410075,1801.408493,8866.935908,8635.786595,9402.813892,3097.471238
30673.91611,7000.241703,13587.19725,4778.501018,3459.142273,1848.83386,9084.900549,8793.017137,9620.786777,3175.211642
30928.64111,6973.932362,13748.49326,4835.227443,3500.206358,1870.781691,9178.519371,8832.915765,9707.801023,3209.404955
30911.11862,6987.724375,13730.5207,4828.906649,3495.630755,1868.336134,9169.500292,8834.871018,9700.804933,3205.942374
30457.94426,6991.091394,13468.49473,4736.754354,3428.921991,1832.681798,9012.295463,8746.849938,9549.663235,3149.135626
30036.57655,6946.150304,13252.44957,4660.77312,3373.919408,1803.284153,8876.471258,8646.151151,9413.183245,3100.770897
29970.8679,6853.63701,13267.83374,4666.183603,3377.83604,1805.377504,8873.694811,8596.909687,9399.11054,3101.152861
29967.02049,6788.875807,13302.79442,4678.478974,3386.736621,1810.134665,8886.30554,8570.749376,9403.290722,3106.674848
30231.00877,6734.170194,13485.70463,4742.806931,3433.303432,1835.02358,8989.234976,8601.336129,9495.783129,3144.654532
30493.59954,6729.787079,13638.93082,4796.695269,3472.313036,1855.873337,9080.850417,8651.385764,9583.566902,3177.796454
31095.78716,6642.61161,14034.58179,4935.842332,3573.041169,1909.710262,9307.548173,8735.911433,9791.380914,3260.946645
31770.01558,6691.741965,14393.34868,5062.017578,3664.379044,1958.528305,9529.782922,8888.104019,10011.68276,3340.445873
32506.65237,6630.355287,14851.36387,5223.097599,3780.984378,2020.851237,9797.354888,9009.251218,10262.0791,3437.967163
33027.85329,6645.641438,15141.72706,5325.215851,3854.907468,2060.361469,9974.034224,9117.999982,10434.29333,3501.525757
33165.06362,6612.216567,15239.66092,5359.658349,3879.840287,2073.687501,10028.60704,9131.940017,10482.78798,3521.72859
32974.35458,6561.688009,15159.20616,5331.363098,3859.357442,2062.73988,9973.631415,9074.523171,10423.5634,3502.636598
32468.57147,6679.551965,14801.27204,5205.480732,3768.231582,2014.035154,9773.616522,9021.040509,10245.25382,3428.660622
31573.84661,6713.115764,14268.49284,5018.106847,3632.5922,1941.538951,9457.445701,8857.813604,9944.577494,3314.009807
30649.72993,6712.084396,13738.70005,4831.783254,3497.713121,1869.449112,9138.572233,8675.222664,9637.034112,3198.900921
30066.80607,6765.906248,13373.24814,4703.256944,3404.673318,1819.721427,8925.705263,8581.412225,9438.445365,3121.24322
29563.2125,7076.017883,12906.23262,4539.011584,3285.776604,1756.173803,8685.06693,8603.768072,9244.653485,3029.724011
29233.77382,7080.620798,12714.5138,4471.585715,3236.967223,1730.086286,8570.321744,8540.625819,9134.598096,2988.228164
29019.07819,7080.620798,12591.29204,4428.249675,3205.596397,1713.319283,8496.187814,8498.299319,9063.127799,2961.463258
29079.57134,7080.620798,12626.0113,4440.460141,3214.435516,1718.043594,8517.075967,8510.225335,9083.26544,2969.004602
29431.46149,7080.620798,12827.97406,4511.488718,3265.852886,1745.525023,8638.582862,8579.599257,9200.40659,3012.872782
29989.52656,7080.620798,13148.26825,4624.133442,3347.396057,1789.108017,8831.281507,8689.61985,9386.181567,3082.443638
30207.81228,7080.620798,13273.5505,4668.194137,3379.291459,1806.155393,8906.655088,8732.654123,9458.846973,3109.6561
30138.53659,7080.620798,13233.79062,4654.210927,3369.169056,1800.745196,8882.734344,8718.996661,9435.785702,3101.019886
30165.47568,7080.620798,13249.25195,4659.648547,3373.105333,1802.849048,8892.036351,8724.307608,9444.753488,3104.378232
30088.00021,7080.620798,13204.78592,4644.010222,3361.784797,1796.798476,8865.284241,8709.033588,9418.962582,3094.719798
30058.77225,7080.620798,13188.01091,4638.110596,3357.514075,1794.515871,8855.19189,8703.271397,9409.23285,3091.076111
30213.14674,7080.620798,13276.61214,4669.27089,3380.070917,1806.571996,8908.497063,8733.705792,9460.622766,3110.321116
30594.59668,7080.620798,13495.54037,4746.266075,3435.807496,1836.361946,9040.210891,8808.907325,9587.604114,3157.874351
31118.42734,7043.955354,13817.22981,4859.401499,3517.705883,1880.134795,9228.980355,8897.797141,9765.074547,3226.575295
31852.3346,7056.316826,14231.35162,5005.044598,3623.136478,1936.485079,9479.736235,9047.333052,10008.34348,3316.921839
32635.23344,6971.184126,14729.54703,5180.255658,3749.971228,2004.275405,9768.393489,9168.286561,10276.14241,3422.410979
33262.12793,7007.23383,15068.6547,5299.516925,3836.304095,2050.418383,9977.099425,9306.0167,10481.79023,3497.221575
33562.54425,6962.840421,15266.55376,5369.11633,3886.686891,2077.346857,10090.38778,9347.829953,10585.53964,3538.786876
33507.09471,6997.829435,15214.64772,5350.861423,3873.47222,2070.283912,10063.71012,9350.62229,10564.13055,3528.631751
33128.3366,6911.843687,15046.61483,5291.765694,3830.693002,2047.41938,9951.43339,9242.224561,10445.29599,3489.382658
32424.85736,6939.03712,14627.25477,5144.280347,3723.92881,1990.356318,9702.670427,9114.202369,10208.82084,3399.16373
31470.30693,7034.460734,14024.63583,4932.344423,3570.509043,1908.356898,9352.527233,8963.444831,9883.012811,3271.322055
30532.46197,7020.46095,13494.40692,4745.867451,3435.518933,1836.207715,9031.704746,8773.060702,9571.992956,3155.703564
29824.08298,7031.612079,13081.44197,4600.631213,3330.382865,1780.014848,8784.702861,8637.780139,9335.239479,3066.360501
29931.14403,7080.620798,13114.76035,4612.349001,3338.865336,1784.548538,8811.122145,8678.109935,9366.746532,3075.165413
29619.38304,7080.620798,12935.82919,4549.420445,3293.311546,1760.201061,8703.471763,8616.647339,9262.96403,3036.299913
